"Date ","series ","OPEN ","HIGH ","LOW ","PREV. CLOSE ","ltp ","close ","vwap ","52W H ","52W L ","VOLUME ","VALUE ","No of trades "
"26-Jun-2025","EQ","951.10","959.20","946.30","951.10","956.55","957.55","953.06","1,222.00","715.30","13,99,813","1,33,41,01,400.35","30,491"
"25-Jun-2025","EQ","946.95","953.90","944.10","945.65","951.00","951.10","949.01","1,222.00","715.30","9,01,902","85,59,14,850.50","29,257"
"24-Jun-2025","EQ","948.30","954.90","943.00","939.95","947.65","945.65","949.23","1,222.00","715.30","12,42,288","1,17,92,14,430.60","30,672"
"23-Jun-2025","EQ","928.00","949.00","927.35","936.55","938.20","939.95","940.00","1,222.00","715.30","7,99,215","75,12,63,531.80","30,330"
"20-Jun-2025","EQ","927.80","942.00","924.15","927.90","937.50","936.55","935.18","1,222.00","715.30","8,78,908","82,19,41,408.45","28,759"
"19-Jun-2025","EQ","934.00","943.70","922.55","934.60","925.40","927.90","930.29","1,222.00","715.30","7,41,716","69,00,10,584.40","27,595"
"18-Jun-2025","EQ","943.00","949.95","933.00","947.45","934.80","934.60","937.33","1,222.00","715.30","9,59,993","89,98,26,347.95","35,107"
"17-Jun-2025","EQ","946.00","954.00","943.25","949.40","945.00","947.45","948.24","1,222.00","715.30","6,50,034","61,63,85,220.00","21,233"
"16-Jun-2025","EQ","935.00","951.00","929.50","937.95","948.95","949.40","941.98","1,222.00","715.30","9,42,908","88,81,99,326.80","27,913"
"13-Jun-2025","EQ","933.00","943.05","921.20","943.70","939.35","937.95","935.97","1,222.00","715.30","10,15,649","95,06,17,983.60","30,017"
"12-Jun-2025","EQ","964.80","964.95","942.00","964.80","945.00","943.70","952.33","1,222.00","715.30","10,14,410","96,60,48,123.35","29,188"
"11-Jun-2025","EQ","950.00","968.50","947.75","947.45","962.60","964.80","959.74","1,222.00","715.30","20,50,914","1,96,83,37,532.85","49,145"
"10-Jun-2025","EQ","963.50","970.95","945.70","962.90","947.40","947.45","954.84","1,222.00","715.30","14,91,021","1,42,36,87,955.95","36,822"
"09-Jun-2025","EQ","959.90","973.35","958.65","959.85","963.00","962.90","964.90","1,222.00","715.30","16,44,441","1,58,67,17,104.95","41,595"
"06-Jun-2025","EQ","955.65","960.95","951.80","956.60","958.65","959.85","957.42","1,222.00","715.30","10,48,953","1,00,42,89,124.35","32,163"
"05-Jun-2025","EQ","953.25","961.45","950.55","953.25","955.65","956.60","957.54","1,222.00","715.30","10,60,407","1,01,53,85,731.90","32,364"
"04-Jun-2025","EQ","954.60","957.40","946.90","953.65","954.00","953.25","951.81","1,222.00","715.30","13,25,090","1,26,12,28,598.70","36,484"
"03-Jun-2025","EQ","961.00","968.20","950.00","962.40","953.00","953.65","958.12","1,222.00","715.30","13,58,922","1,30,20,07,497.40","44,791"
"02-Jun-2025","EQ","954.00","966.45","946.40","954.45","959.90","962.40","960.31","1,222.00","715.30","25,65,515","2,46,37,01,772.05","70,955"
"30-May-2025","EQ","941.50","957.80","934.15","944.45","952.05","954.45","947.62","1,222.00","715.30","27,61,353","2,61,67,24,114.40","71,818"
"29-May-2025","EQ","943.50","954.65","929.00","942.00","943.00","944.45","942.33","1,222.00","715.30","46,31,410","4,36,43,19,135.15","1,02,989"
"28-May-2025","EQ","892.00","948.00","888.00","871.25","940.75","942.00","929.26","1,222.00","715.30","2,30,33,284","21,40,39,14,647.55","3,57,359"
"27-May-2025","EQ","873.00","873.00","861.50","870.05","870.70","871.25","869.11","1,222.00","715.30","14,30,284","1,24,30,67,431.65","35,451"
"26-May-2025","EQ","865.00","873.70","864.10","860.25","870.00","870.05","869.70","1,222.00","715.30","9,66,247","84,03,40,187.15","29,978"
"23-May-2025","EQ","853.00","862.80","847.00","845.70","860.70","860.25","857.28","1,222.00","715.30","8,45,821","72,51,03,557.10","25,804"
"22-May-2025","EQ","851.00","853.05","840.00","853.80","846.10","845.70","845.47","1,222.00","715.30","6,45,750","54,59,62,090.15","26,142"
"21-May-2025","EQ","850.05","857.80","847.05","850.70","853.50","853.80","852.96","1,222.00","715.30","7,60,171","64,83,94,343.55","27,266"
"20-May-2025","EQ","856.00","873.00","847.65","855.05","852.95","850.70","862.08","1,222.00","715.30","14,03,194","1,20,96,65,242.50","43,677"
"19-May-2025","EQ","857.00","865.65","853.30","857.00","855.00","855.05","859.54","1,222.00","715.30","10,54,285","90,62,03,189.65","33,168"
"16-May-2025","EQ","843.00","861.80","839.05","840.30","855.85","857.00","854.72","1,222.00","715.30","19,98,055","1,70,77,71,791.40","70,414"
"15-May-2025","EQ","822.25","842.40","819.75","822.20","840.00","840.30","833.97","1,222.00","715.30","12,42,668","1,03,63,42,154.85","45,857"
"14-May-2025","EQ","826.40","839.70","820.40","826.40","823.00","822.20","829.03","1,222.00","715.30","12,00,489","99,52,45,845.20","42,987"
"13-May-2025","EQ","815.50","832.00","812.95","815.45","827.60","826.40","824.86","1,222.00","715.30","11,88,986","98,07,51,947.00","37,472"
"12-May-2025","EQ","801.75","816.90","801.15","786.95","815.00","815.45","810.39","1,222.00","715.30","13,87,327","1,12,42,74,304.25","35,290"
"09-May-2025","EQ","760.00","789.40","760.00","781.85","787.90","786.95","780.19","1,222.00","715.30","11,09,279","86,54,44,250.20","47,354"
"08-May-2025","EQ","788.00","797.85","778.00","785.95","779.15","781.85","789.04","1,222.00","715.30","10,13,336","79,95,59,059.20","33,662"
"07-May-2025","EQ","775.00","790.55","774.15","784.35","786.00","785.95","783.85","1,222.00","715.30","15,13,760","1,18,65,64,693.70","48,583"
"06-May-2025","EQ","817.45","819.70","782.35","817.45","783.00","784.35","795.64","1,222.00","715.30","12,73,946","1,01,36,03,071.40","44,195"
"05-May-2025","EQ","793.20","820.80","793.20","792.25","818.95","817.45","811.85","1,222.00","715.30","11,65,457","94,61,81,951.40","40,587"
"02-May-2025","EQ","793.75","806.10","790.30","795.75","791.90","792.25","798.10","1,222.00","715.30","7,06,436","56,38,08,261.05","26,009"
"30-Apr-2025","EQ","799.95","808.75","790.00","800.40","791.15","795.75","802.27","1,222.00","715.30","7,98,645","64,07,32,166.25","25,028"
"29-Apr-2025","EQ","805.00","814.20","798.15","803.70","798.85","800.40","805.58","1,222.00","715.30","6,70,267","53,99,56,728.90","26,169"
"28-Apr-2025","EQ","790.00","807.00","787.20","791.20","800.90","803.70","800.72","1,222.00","715.30","8,74,157","69,99,57,052.85","37,154"
"25-Apr-2025","EQ","819.00","829.00","787.70","815.10","789.40","791.20","800.21","1,222.00","715.30","12,02,841","96,25,27,319.05","48,203"
"24-Apr-2025","EQ","816.50","824.50","812.80","820.65","814.60","815.10","817.67","1,222.00","715.30","5,35,849","43,81,45,688.35","25,420"
"23-Apr-2025","EQ","823.00","826.95","809.05","821.40","819.60","820.65","817.28","1,222.00","715.30","9,42,633","77,03,95,237.00","32,113"
"22-Apr-2025","EQ","820.00","827.40","813.65","817.50","821.45","821.40","822.54","1,222.00","715.30","7,93,714","65,28,64,117.95","32,186"
"21-Apr-2025","EQ","804.00","825.90","802.75","803.20","818.40","817.50","817.47","1,222.00","715.30","12,16,066","99,40,95,276.70","38,632"
"17-Apr-2025","EQ","799.95","806.75","792.35","797.65","801.70","803.20","800.96","1,222.00","715.30","9,57,520","76,69,35,901.90","43,777"
"16-Apr-2025","EQ","784.00","799.40","783.50","784.30","798.00","797.65","794.04","1,222.00","715.30","10,72,958","85,19,66,362.25","28,115"
"15-Apr-2025","EQ","779.00","787.35","777.50","771.05","786.05","784.30","783.16","1,222.00","715.30","6,73,645","52,75,68,525.75","24,641"
"11-Apr-2025","EQ","791.00","792.00","768.00","767.70","770.90","771.05","775.38","1,222.00","715.30","7,76,497","60,20,77,534.40","25,934"
"09-Apr-2025","EQ","781.05","782.00","767.00","784.80","767.90","767.70","772.38","1,222.00","715.30","5,24,963","40,54,72,014.75","22,897"
"08-Apr-2025","EQ","783.00","786.00","771.10","767.20","786.00","784.80","780.76","1,222.00","715.30","5,94,843","46,44,26,778.25","29,729"
"07-Apr-2025","EQ","745.00","772.90","742.80","792.15","770.05","767.20","760.47","1,222.00","715.30","11,87,822","90,33,03,325.10","57,094"
"04-Apr-2025","EQ","815.35","817.80","786.50","815.30","794.00","792.15","798.22","1,222.00","715.30","11,30,431","90,23,38,018.95","38,346"
"03-Apr-2025","EQ","808.00","819.00","803.70","810.95","816.90","815.30","812.89","1,222.00","715.30","8,65,788","70,37,89,314.25","28,293"
"02-Apr-2025","EQ","798.00","812.40","787.00","797.75","809.00","810.95","801.95","1,222.00","715.30","14,10,244","1,13,09,48,276.90","40,669"
"01-Apr-2025","EQ","795.00","806.00","792.10","799.40","797.05","797.75","799.96","1,222.00","715.30","7,26,877","58,14,70,689.10","28,019"
